event,time
46-year-old woman,0
underwent elective sleeve gastrectomy,0
converted to emergency Roux-en-Y gastric bypass surgery,0
multiple gastric perforations,0
friable mucosa,0
abdominal sepsis,96
transfer to intensive care at a tertiary hospital,96
remained nil orally,96
calcium level 0.78 mmol/L,96
asymptomatic without seizure,96
asymptomatic without arrhythmia,96
continuous intravenous calcium gluconate infusion,96
maintenance intermittent IV calcium boluses,96
prolonged ICU admission of 6 months,96
required more than 20 abdominal operations,96
received all medication intravenously,96
received nutrition intravenously,96
lost 14 kg,96
Endocrinology advice sought,336
TSH 5.83 mU/L,336
intravenous triiodothyronine (T3) 10 µg BD,336
euthyroidism achieved,336
high dose intravenous calcium 4.4 mmol five times daily,336
serum phosphate level 1.07 mmol/L,336
intravenous calcitriol 1 µg alternate daily,1008
calcitriol ceased,1008+120=1128
intramuscular cholecalciferol 150 000 units,1128+168=1296
"1,25(OH)vitamin D3 level 31 pmol/L",1296
"1,25(OH)vitamin D3 level 29 pmol/L",1296+504=1800
eGFR > 90 mL/min/1.73 m²,1800
required intravenous calcium gluconate 4.4 mmol five times daily,2160
additional intravenous calcitriol recommenced,2160
calcium gluconate reduced to three times per day,2160
intramuscular thyroxine 600 µg trialled,2160
intravenous thyroxine commenced,2160+96=2256
maintenance schedule established,2256
recovered sufficiently to recommence oral intake,5856
discharged,5856
normocalcaemia on follow-up,5856+1008=6864
weight 71.8 kg,6864
BMI 29 kg/m²,6864
no history of diabetes,0
no history of dyslipidaemia,0
no history of hypertension,0
no history of obstructive sleep apnoea,0
