common.bns,files,pilot.files,v1,v2,error.rate,idx,match.idx,keep,ref.time,pilot.time
PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/dsr1_annotations/run1/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/dsr1_annotations/run5/PMC10370906_body.csv,spot enhancement on lateral wall of anterior horn of left lateral ventricle,spot enhancement on lateral wall of anterior horn of left lateral ventricle,1.212363542890671e-13,17,19,TRUE,0,0
PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/dsr1_annotations/run1/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/dsr1_annotations/run5/PMC10370906_body.csv,systemic heparinization,systemic heparinization,1.3167245072054357e-13,28,30,TRUE,72,72
PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/dsr1_annotations/run1/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/dsr1_annotations/run5/PMC10370906_body.csv,event,event,1.383337888682945e-13,1,1,TRUE,time,time
PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/dsr1_annotations/run1/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/dsr1_annotations/run5/PMC10370906_body.csv,biventricular pacing implantable cardioverter defibrillator,biventricular pacing implantable cardioverter defibrillator,1.383337888682945e-13,7,6,TRUE,0,0
PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/dsr1_annotations/run1/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/dsr1_annotations/run5/PMC10370906_body.csv,6-month rehabilitation,6-month rehabilitation,1.4599432773820809e-13,55,58,TRUE,4320,4320
PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/dsr1_annotations/run1/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/dsr1_annotations/run5/PMC10370906_body.csv,aneurysm disappeared,aneurysm disappeared,1.517674874662589e-13,47,48,TRUE,72,72
PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/dsr1_annotations/run1/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/dsr1_annotations/run5/PMC10370906_body.csv,compression study of right common carotid artery,compression study of right common carotid artery,1.5476508963274682e-13,35,36,TRUE,72,72
PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/dsr1_annotations/run1/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/dsr1_annotations/run5/PMC10370906_body.csv,aneurysm embolization performed,aneurysm embolization performed,1.657562975765359e-13,25,27,TRUE,72,72
PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/dsr1_annotations/run1/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/dsr1_annotations/run5/PMC10370906_body.csv,dilated cardiomyopathy,dilated cardiomyopathy,1.667554982986985e-13,5,4,TRUE,0,0
PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/dsr1_annotations/run1/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/dsr1_annotations/run5/PMC10370906_body.csv,mLSA arising in reverse direction,mLSA arising in reverse direction,1.787459069646502e-13,33,34,TRUE,72,72
